0.000, Bid:,0,Ask:,0,
60.025, Bid:,0,Ask:,1,500,1,
60.050, Bid:,1,1,1,Ask:,1,500,1,
60.075, Bid:,1,1,1,Ask:,2,325,1,500,1,
60.100, Bid:,1,1,1,Ask:,3,325,1,411,1,500,1,
60.125, Bid:,1,1,1,Ask:,4,310,1,325,1,411,1,500,1,
60.150, Bid:,1,1,1,Ask:,5,310,1,325,1,347,1,411,1,500,1,
60.175, Bid:,1,1,1,Ask:,4,325,1,347,1,411,1,500,1,
60.200, Bid:,2,1,1,275,1,Ask:,4,325,1,347,1,411,1,500,1,
60.225, Bid:,3,1,1,275,1,276,1,Ask:,4,325,1,347,1,411,1,500,1,
60.250, Bid:,4,1,1,275,1,276,1,313,1,Ask:,4,325,1,347,1,411,1,500,1,
60.275, Bid:,5,1,1,182,1,275,1,276,1,313,1,Ask:,4,325,1,347,1,411,1,500,1,
60.300, Bid:,5,1,1,182,1,275,1,276,1,313,1,Ask:,4,325,1,340,1,411,1,500,1,
60.325, Bid:,5,1,1,182,1,275,1,276,1,313,1,Ask:,3,340,1,411,1,500,1,
60.350, Bid:,5,1,1,182,1,275,1,276,1,313,1,Ask:,4,340,1,350,1,411,1,500,1,
60.375, Bid:,4,1,1,182,1,275,1,276,1,Ask:,4,340,1,350,1,411,1,500,1,
60.400, Bid:,4,1,1,182,1,275,1,276,1,Ask:,5,340,1,350,1,411,1,448,1,500,1,
60.425, Bid:,5,1,1,182,1,275,1,276,1,277,1,Ask:,5,340,1,350,1,411,1,448,1,500,1,
60.450, Bid:,5,1,1,182,1,275,1,276,1,277,1,Ask:,6,310,1,340,1,350,1,411,1,448,1,500,1,
60.475, Bid:,6,1,1,182,1,262,1,275,1,276,1,277,1,Ask:,6,310,1,340,1,350,1,411,1,448,1,500,1,
60.525, Bid:,7,1,1,182,1,262,1,275,1,276,1,277,1,278,1,Ask:,6,310,1,340,1,350,1,411,1,448,1,500,1,
60.575, Bid:,7,1,1,182,1,262,1,275,1,276,1,277,1,278,1,Ask:,5,340,1,350,1,411,1,448,1,500,1,
