0.000, Bid:,0,Ask:,0,
302.525, Bid:,8,22,1,78,1,241,1,248,1,250,1,287,1,300,1,301,1,Ask:,7,310,1,322,2,332,1,338,1,382,1,396,1,424,1,
302.625, Bid:,8,22,1,78,1,241,1,248,1,250,1,287,1,300,1,302,1,Ask:,7,310,1,322,2,332,1,338,1,382,1,396,1,424,1,
302.650, Bid:,8,22,1,78,1,241,1,248,1,250,1,287,1,300,1,303,1,Ask:,7,310,1,322,2,332,1,338,1,382,1,396,1,424,1,
302.700, Bid:,8,22,1,78,1,241,1,248,1,250,1,287,1,300,1,303,1,Ask:,6,310,2,322,2,332,1,382,1,396,1,424,1,
302.725, Bid:,8,22,1,241,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,6,310,2,322,2,332,1,382,1,396,1,424,1,
302.750, Bid:,8,22,1,242,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,6,310,2,322,2,332,1,382,1,396,1,424,1,
303.025, Bid:,8,22,1,242,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,7,310,2,322,1,332,1,360,1,382,1,396,1,424,1,
303.100, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,7,310,2,322,1,332,1,360,1,382,1,396,1,424,1,
303.150, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,7,310,2,322,1,332,1,340,1,360,1,382,1,424,1,
303.250, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,7,310,2,322,1,332,1,340,1,382,1,424,1,451,1,
303.300, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,7,310,2,322,1,332,1,340,1,382,1,424,1,492,1,
303.325, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,332,1,340,1,382,1,424,1,492,1,
303.575, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,332,1,372,1,382,1,424,1,492,1,
303.675, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,332,1,353,1,382,1,424,1,492,1,
303.750, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,332,1,353,1,374,1,382,1,492,1,
303.875, Bid:,8,22,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,353,1,374,1,382,1,492,1,493,1,
303.925, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,303,1,Ask:,8,310,2,322,1,325,1,353,1,374,1,382,1,492,1,493,1,
304.025, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,353,1,374,1,382,1,492,1,493,1,
304.125, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,353,1,374,1,382,1,399,1,492,1,
304.175, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,374,1,382,1,399,1,427,1,492,1,
304.200, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,374,1,382,1,427,1,461,1,492,1,
304.225, Bid:,8,143,1,237,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,374,1,382,1,427,1,461,1,492,1,
304.325, Bid:,8,143,1,180,1,248,1,250,1,286,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,374,1,382,1,427,1,461,1,492,1,
304.350, Bid:,8,143,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,374,1,382,1,427,1,461,1,492,1,
304.400, Bid:,8,143,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,362,1,374,1,427,1,461,1,492,1,
304.450, Bid:,8,143,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,362,1,427,1,461,1,484,1,492,1,
304.550, Bid:,8,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,3,322,1,325,1,362,1,427,1,461,1,484,1,492,1,
304.825, Bid:,8,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,362,1,427,1,461,1,484,1,492,1,
304.850, Bid:,9,168,1,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,322,1,325,1,362,1,427,1,461,1,484,1,492,1,
304.875, Bid:,9,168,1,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,317,1,322,1,362,1,427,1,461,1,484,1,492,1,
305.075, Bid:,9,168,1,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,317,1,322,1,362,1,413,1,427,1,461,1,484,1,
305.150, Bid:,9,168,1,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,427,1,461,1,484,1,
305.200, Bid:,9,168,1,180,1,248,1,250,1,254,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,427,1,484,1,490,1,
305.250, Bid:,9,92,1,168,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,427,1,484,1,490,1,
305.350, Bid:,9,92,1,168,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,465,1,484,1,490,1,
305.575, Bid:,9,136,1,168,1,180,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,465,1,484,1,490,1,
305.725, Bid:,9,28,1,136,1,168,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,465,1,484,1,490,1,
305.750, Bid:,9,12,1,136,1,168,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,2,314,1,317,1,362,1,413,1,465,1,484,1,490,1,
305.775, Bid:,8,12,1,136,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,1,314,1,317,1,362,1,413,1,465,1,484,1,490,1,
305.800, Bid:,8,12,1,136,1,248,1,250,1,276,1,287,1,300,1,304,1,Ask:,8,310,1,314,1,317,1,362,1,413,1,414,1,465,1,490,1,
305.900, Bid:,8,12,1,136,1,248,1,250,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,413,1,414,1,465,1,490,1,
306.000, Bid:,8,12,1,136,1,248,1,250,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,413,1,456,1,465,1,490,1,
306.025, Bid:,8,136,1,223,1,248,1,250,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,413,1,456,1,465,1,490,1,
306.050, Bid:,8,136,1,223,1,248,1,250,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,403,1,413,1,456,1,465,1,
306.125, Bid:,8,136,1,248,1,250,1,266,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,403,1,413,1,456,1,465,1,
306.250, Bid:,8,136,1,248,1,250,1,266,1,276,1,287,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,396,1,403,1,456,1,465,1,
306.325, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,305,1,Ask:,8,310,1,314,1,317,1,362,1,396,1,403,1,456,1,465,1,
306.575, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,362,1,396,1,403,1,456,1,465,1,
306.600, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,346,1,362,1,396,1,456,1,465,1,
306.625, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,327,1,346,1,362,1,396,1,465,1,
306.950, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,346,1,362,1,396,1,422,1,465,1,
307.250, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,396,1,422,1,465,1,
307.500, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,306,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,389,1,422,1,465,1,
307.575, Bid:,8,136,1,248,1,250,1,266,1,287,1,289,1,300,1,307,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,389,1,422,1,465,1,
307.675, Bid:,8,248,1,250,1,266,1,287,1,289,1,291,1,300,1,307,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,389,1,422,1,465,1,
307.850, Bid:,8,218,1,248,1,250,1,287,1,289,1,291,1,300,1,307,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,389,1,422,1,465,1,
307.875, Bid:,8,218,1,248,1,250,1,287,1,289,1,291,1,300,1,308,1,Ask:,8,310,1,314,1,317,1,353,1,362,1,389,1,422,1,465,1,
307.925, Bid:,8,218,1,248,1,250,1,287,1,289,1,291,1,300,1,308,1,Ask:,8,310,1,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.300, Bid:,8,135,1,248,1,250,1,287,1,289,1,291,1,300,1,308,1,Ask:,8,310,1,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.325, Bid:,8,135,1,248,1,250,1,257,1,287,1,291,1,300,1,308,1,Ask:,8,310,1,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.375, Bid:,8,135,1,248,1,250,1,257,1,287,1,291,1,300,1,309,1,Ask:,8,310,1,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.425, Bid:,8,135,1,180,1,248,1,250,1,287,1,291,1,300,1,309,1,Ask:,8,310,1,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.625, Bid:,7,135,1,180,1,248,1,250,1,287,1,300,1,309,1,Ask:,7,312,1,314,1,317,1,353,1,362,1,389,1,422,1,
308.725, Bid:,7,135,1,180,1,248,1,250,1,287,1,300,1,309,1,Ask:,7,312,1,314,1,317,1,353,1,389,1,422,1,490,1,
308.875, Bid:,7,135,1,248,1,250,1,260,1,287,1,300,1,309,1,Ask:,7,312,1,314,1,317,1,353,1,389,1,422,1,490,1,
309.075, Bid:,7,135,1,248,1,250,1,260,1,287,1,300,1,309,1,Ask:,7,312,1,314,1,317,1,389,1,400,1,422,1,490,1,
309.150, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,309,1,Ask:,7,312,1,314,1,317,1,389,1,400,1,422,1,490,1,
309.175, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,310,1,Ask:,7,312,1,314,1,317,1,389,1,400,1,422,1,490,1,
309.350, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,311,1,Ask:,7,312,1,314,1,317,1,389,1,400,1,422,1,490,1,
309.400, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,311,1,Ask:,7,312,1,314,1,317,1,344,1,389,1,422,1,490,1,
309.475, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,311,1,Ask:,7,312,1,314,1,317,1,344,1,389,1,420,1,490,1,
309.500, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,311,1,Ask:,7,312,1,314,1,317,1,344,1,389,1,482,1,490,1,
309.600, Bid:,7,201,1,248,1,250,1,260,1,287,1,300,1,311,1,Ask:,7,312,1,314,1,317,1,344,1,389,1,483,1,490,1,
309.725, Bid:,6,201,1,248,1,250,1,260,1,287,1,300,1,Ask:,6,312,1,314,1,344,1,389,1,483,1,490,1,
310.275, Bid:,6,201,1,248,1,250,1,260,1,287,1,300,1,Ask:,6,314,1,344,1,389,1,473,1,483,1,490,1,
310.325, Bid:,6,201,1,248,1,250,1,260,1,287,1,300,1,Ask:,5,314,1,344,2,389,1,473,1,483,1,
310.350, Bid:,6,201,1,248,1,250,1,260,1,287,1,300,1,Ask:,5,314,1,344,2,389,1,404,1,483,1,
310.575, Bid:,6,65,1,201,1,248,1,250,1,287,1,300,1,Ask:,5,314,1,344,2,389,1,404,1,483,1,
310.650, Bid:,6,65,1,142,1,248,1,250,1,287,1,300,1,Ask:,5,314,1,344,2,389,1,404,1,483,1,
310.675, Bid:,6,65,1,142,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,344,1,389,1,404,1,483,1,
310.750, Bid:,6,65,1,142,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,344,1,389,1,404,1,454,1,
311.000, Bid:,6,65,1,142,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,344,1,389,1,435,1,454,1,
311.200, Bid:,6,65,1,142,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,389,1,392,1,435,1,454,1,
311.250, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,389,1,392,1,435,1,454,1,
311.400, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,389,1,392,1,405,1,454,1,
311.700, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,348,1,389,1,392,1,405,1,
311.875, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,314,1,333,1,348,1,392,1,405,1,430,1,
311.925, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,313,1,314,1,348,1,392,1,405,1,430,1,
311.950, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,313,1,348,1,392,1,405,1,430,1,
312.275, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,313,1,348,1,392,1,426,1,430,1,
312.425, Bid:,6,26,1,65,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,313,1,392,1,426,1,430,1,458,1,
312.450, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,392,1,426,1,430,1,458,1,
312.650, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,392,1,426,1,430,1,437,1,458,1,
312.800, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,368,1,392,1,426,1,430,1,458,1,
312.825, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,368,1,397,1,426,1,430,1,458,1,
313.100, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,397,1,426,1,430,1,458,1,482,1,
313.200, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,397,1,426,1,430,1,432,1,482,1,
313.275, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,397,1,409,1,430,1,432,1,482,1,
313.625, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,359,1,397,1,409,1,430,1,432,1,
313.700, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,359,1,397,1,409,1,430,1,441,1,
313.750, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,345,1,359,1,397,1,409,1,441,1,
313.775, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,359,1,397,1,409,1,441,1,
313.825, Bid:,6,26,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,397,1,409,1,441,1,450,1,
313.950, Bid:,6,118,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,397,1,409,1,441,1,450,1,
314.350, Bid:,6,118,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,397,1,409,1,450,1,453,1,
314.375, Bid:,6,118,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,409,1,450,1,451,1,453,1,
314.600, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,409,1,450,1,451,1,453,1,
314.700, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,317,1,409,1,450,1,451,1,
314.875, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,317,1,369,1,409,1,450,1,
315.050, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,317,1,369,1,409,1,418,1,
315.225, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,313,1,317,1,333,1,409,1,418,1,
315.275, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,317,1,333,1,356,1,409,1,418,1,
315.500, Bid:,6,188,1,248,1,250,1,287,1,300,1,307,1,Ask:,6,310,1,317,1,333,1,356,1,409,1,423,1,
315.575, Bid:,6,53,1,188,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,317,1,333,1,356,1,409,1,423,1,
315.900, Bid:,6,53,1,188,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,317,1,333,1,356,1,399,1,409,1,
315.925, Bid:,6,188,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,317,1,333,1,356,1,399,1,409,1,
316.100, Bid:,6,188,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,317,1,356,1,370,1,399,1,409,1,
316.275, Bid:,6,188,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,317,1,327,1,370,1,399,1,409,1,
316.350, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,317,1,327,1,370,1,399,1,409,1,
316.725, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,327,1,370,1,399,1,409,1,424,1,
316.825, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,327,1,370,1,399,1,409,1,430,1,
316.925, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,327,1,399,1,409,1,430,1,491,1,
316.950, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,430,1,490,1,491,1,
317.075, Bid:,6,36,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,430,1,489,1,490,1,
317.175, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,430,1,489,1,490,1,
317.350, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,475,1,489,1,490,1,
317.400, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,455,1,489,1,490,1,
317.450, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,412,1,489,1,490,1,
317.525, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,489,1,490,1,
317.600, Bid:,6,248,1,250,1,265,1,268,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,484,1,490,1,
317.625, Bid:,6,230,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,484,1,490,1,
317.650, Bid:,6,230,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,447,1,484,1,
317.725, Bid:,6,234,1,248,1,250,1,265,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,447,1,484,1,
317.775, Bid:,6,139,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,399,1,409,1,426,1,447,1,484,1,
318.300, Bid:,6,139,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,399,1,426,1,432,1,447,1,484,1,
318.425, Bid:,6,139,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,426,1,432,1,438,1,447,1,484,1,
318.600, Bid:,6,139,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,426,1,435,1,438,1,447,1,484,1,
318.800, Bid:,6,167,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,426,1,435,1,438,1,447,1,484,1,
318.850, Bid:,6,167,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,426,1,435,1,438,1,447,1,499,1,
318.900, Bid:,6,167,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,426,1,430,1,435,1,438,1,447,1,
319.025, Bid:,6,167,1,234,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,430,1,435,1,438,1,447,1,
319.075, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,430,1,435,1,438,1,447,1,
319.100, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,430,1,435,1,447,1,452,1,
319.325, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,435,1,439,1,447,1,452,1,
319.500, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,360,1,435,1,447,1,452,1,
319.850, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,336,1,360,1,435,1,452,1,
319.925, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,336,1,360,1,435,1,483,1,
319.950, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,336,1,360,1,430,1,483,1,
319.975, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,336,1,430,1,454,1,483,1,
320.000, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,322,1,417,1,430,1,454,1,483,1,
320.025, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,411,1,417,1,430,1,454,1,483,1,
320.125, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,397,1,417,1,430,1,454,1,483,1,
320.650, Bid:,6,167,1,210,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,397,1,404,1,430,1,454,1,483,1,
320.800, Bid:,6,167,1,233,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,397,1,404,1,430,1,454,1,483,1,
320.825, Bid:,6,167,1,233,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,397,1,400,1,404,1,454,1,483,1,
320.850, Bid:,6,167,1,233,1,248,1,250,1,287,1,300,1,Ask:,5,310,1,397,1,400,2,454,1,483,1,
320.875, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,5,310,1,397,1,400,2,454,1,483,1,
321.025, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,5,310,1,354,1,397,1,400,2,454,1,
321.100, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,354,1,369,1,397,1,400,1,454,1,
321.125, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,354,1,369,1,382,1,397,1,454,1,
321.250, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,354,1,369,1,382,1,397,1,
321.500, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,354,1,369,1,395,1,397,1,
321.525, Bid:,6,167,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,354,1,395,1,397,1,461,1,
321.625, Bid:,6,45,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,354,1,395,1,397,1,461,1,
321.950, Bid:,6,45,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,380,1,395,1,397,1,461,1,
322.025, Bid:,6,45,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,358,1,380,1,395,1,397,1,
322.200, Bid:,6,45,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,340,1,358,1,380,1,395,1,429,1,
322.450, Bid:,6,45,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,358,1,380,1,395,1,429,1,457,1,
322.650, Bid:,6,34,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,358,1,380,1,395,1,429,1,457,1,
322.675, Bid:,6,34,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,358,1,371,1,380,1,395,1,429,1,
322.875, Bid:,6,34,1,248,1,250,1,252,1,287,1,300,1,Ask:,6,310,1,371,1,378,1,380,1,395,1,429,1,
323.000, Bid:,6,18,1,34,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,371,1,378,1,380,1,395,1,429,1,
323.200, Bid:,6,18,1,34,1,248,1,250,1,287,1,300,1,Ask:,6,310,1,378,1,380,1,395,1,423,1,429,1,
323.250, Bid:,6,18,1,34,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,378,1,380,1,423,1,429,1,
323.450, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,378,1,380,1,423,1,429,1,
323.625, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,377,1,378,1,380,1,423,1,
323.800, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,378,1,380,1,405,1,423,1,
323.850, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,378,1,380,1,405,1,448,1,
323.950, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,344,1,378,1,380,1,448,1,
324.100, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,344,1,359,1,378,1,448,1,
324.200, Bid:,6,34,1,126,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,329,1,344,1,359,1,378,1,
324.275, Bid:,6,34,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,329,1,344,1,359,1,378,1,
324.475, Bid:,6,34,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,329,1,344,1,356,1,359,1,
324.500, Bid:,6,34,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,329,1,356,1,359,1,362,1,
324.600, Bid:,6,70,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,329,1,356,1,359,1,362,1,
324.750, Bid:,6,70,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,329,1,359,1,362,1,395,1,
324.875, Bid:,6,70,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,315,1,359,1,362,1,395,1,
324.950, Bid:,6,22,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,315,1,359,1,362,1,395,1,
325.175, Bid:,6,22,1,248,1,250,1,273,1,287,1,300,1,Ask:,5,310,2,346,1,359,1,362,1,395,1,
325.250, Bid:,6,22,1,69,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,346,1,359,1,362,1,395,1,
325.625, Bid:,6,22,1,69,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,359,1,362,1,384,1,395,1,
325.900, Bid:,6,22,1,69,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,359,1,384,1,395,1,497,1,
326.050, Bid:,6,22,1,50,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,359,1,384,1,395,1,497,1,
326.100, Bid:,6,22,1,50,1,248,1,250,1,287,1,300,1,Ask:,5,310,2,384,1,393,1,395,1,497,1,
