0.000, Bid:,0,Ask:,0,
127.950, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,8,310,2,315,2,318,1,320,1,362,1,429,1,436,1,474,1,
127.975, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,8,310,3,315,1,318,1,320,1,362,1,429,1,436,1,474,1,
128.075, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,318,1,320,1,362,1,429,1,436,1,474,1,
128.175, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,318,1,320,1,429,1,436,1,453,1,474,1,
128.250, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,318,1,320,1,396,1,429,1,453,1,474,1,
128.300, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,396,1,429,1,453,1,474,1,
128.375, Bid:,10,130,1,173,1,244,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,4,315,1,318,1,396,1,429,2,453,1,
128.550, Bid:,10,57,1,130,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,4,315,1,318,1,396,1,429,2,453,1,
128.750, Bid:,10,57,1,130,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,396,1,429,1,449,1,453,1,
129.075, Bid:,10,57,1,130,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,396,1,429,1,449,1,
129.475, Bid:,10,57,1,130,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,368,1,385,1,396,1,449,1,
129.575, Bid:,10,57,1,130,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,396,1,449,1,492,1,
129.775, Bid:,10,57,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,396,1,449,1,492,1,
129.925, Bid:,10,57,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,396,1,492,1,498,1,
130.050, Bid:,10,57,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,440,1,492,1,498,1,
130.225, Bid:,10,57,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,406,1,440,1,498,1,
130.275, Bid:,10,57,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,440,1,493,1,498,1,
130.400, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,385,1,440,1,493,1,498,1,
130.450, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,384,1,440,1,493,1,498,1,
130.475, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,376,1,384,1,440,1,493,1,
130.550, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,7,310,4,315,1,318,1,367,1,376,1,384,1,493,1,
130.650, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,367,1,376,1,384,1,493,1,
130.675, Bid:,10,24,1,90,1,173,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
130.750, Bid:,10,24,1,90,1,126,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
130.825, Bid:,10,24,1,89,1,126,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
131.075, Bid:,10,10,1,24,1,89,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
131.400, Bid:,10,10,1,24,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
131.500, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,376,1,384,1,414,1,493,1,
131.700, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,384,1,414,1,420,1,493,1,
131.850, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,384,1,420,1,479,1,493,1,
131.900, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,384,1,479,1,493,1,
131.925, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,384,1,479,1,
132.000, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,463,1,479,1,
132.275, Bid:,10,10,1,132,1,150,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,386,1,463,1,
132.325, Bid:,10,10,1,110,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,386,1,463,1,
132.400, Bid:,10,54,1,110,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,386,1,463,1,
132.600, Bid:,10,110,1,114,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,358,1,386,1,463,1,
132.725, Bid:,10,110,1,114,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,386,1,458,1,463,1,
132.975, Bid:,10,114,1,131,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,386,1,458,1,463,1,
133.050, Bid:,10,114,1,131,1,132,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,458,1,463,1,472,1,
133.200, Bid:,10,109,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,458,1,463,1,472,1,
133.350, Bid:,10,109,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,357,1,458,1,472,1,
133.450, Bid:,10,114,1,131,1,142,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,357,1,458,1,472,1,
133.575, Bid:,10,42,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,335,1,357,1,458,1,472,1,
133.650, Bid:,10,42,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,357,1,458,2,472,1,
133.700, Bid:,10,42,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,457,1,458,2,472,1,
133.850, Bid:,10,42,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,437,1,458,2,472,1,
134.125, Bid:,10,42,1,114,1,131,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,341,1,437,1,458,2,
134.625, Bid:,10,42,1,63,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,341,1,437,1,458,2,
134.650, Bid:,10,42,1,108,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,341,1,437,1,458,2,
135.250, Bid:,10,42,1,108,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,341,1,416,1,458,2,
135.400, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,341,1,416,1,458,2,
135.525, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,341,1,415,1,416,1,458,1,
135.625, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,409,1,415,1,416,1,458,1,
135.650, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,409,1,415,1,416,1,454,1,
135.900, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,334,1,409,1,415,1,454,1,
135.950, Bid:,10,42,1,114,1,218,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,365,1,409,1,415,1,454,1,
136.075, Bid:,10,42,1,63,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,365,1,409,1,415,1,454,1,
136.250, Bid:,10,42,1,63,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,365,1,409,1,415,1,441,1,
136.375, Bid:,10,42,1,63,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,329,1,409,1,415,1,441,1,
136.475, Bid:,10,42,1,63,1,114,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,385,1,409,1,415,1,441,1,
136.625, Bid:,10,42,1,63,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,385,1,409,1,415,1,441,1,
136.725, Bid:,10,63,1,156,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,385,1,409,1,415,1,441,1,
136.825, Bid:,10,63,1,156,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,409,1,415,1,441,1,485,1,
136.925, Bid:,10,150,1,156,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,409,1,415,1,441,1,485,1,
137.125, Bid:,10,77,1,150,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,409,1,415,1,441,1,485,1,
137.150, Bid:,10,77,1,150,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,397,1,415,1,441,1,485,1,
137.425, Bid:,10,77,1,150,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,397,1,415,1,441,1,
137.600, Bid:,10,150,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,397,1,415,1,441,1,
137.900, Bid:,10,150,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,359,1,397,1,415,1,
137.925, Bid:,10,150,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,359,1,373,1,397,1,
138.275, Bid:,10,150,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,373,1,397,1,469,1,
138.400, Bid:,10,155,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,373,1,397,1,469,1,
138.425, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,373,1,397,1,469,1,
139.750, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,397,1,469,1,494,1,
139.900, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,397,1,456,1,494,1,
140.075, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,456,1,462,1,494,1,
140.275, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,377,1,456,1,494,1,
140.325, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,359,1,377,1,418,1,494,1,
140.475, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,462,1,494,1,
140.725, Bid:,10,105,1,161,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,437,1,494,1,
140.850, Bid:,10,105,1,133,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,437,1,494,1,
140.875, Bid:,10,73,1,133,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,437,1,494,1,
140.925, Bid:,10,73,1,133,1,219,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,437,1,476,1,
141.325, Bid:,10,73,1,133,1,250,1,254,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,377,1,418,1,437,1,476,1,
141.575, Bid:,10,73,1,133,1,250,1,254,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,418,1,437,1,476,1,
141.725, Bid:,10,73,1,133,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,418,1,437,1,476,1,
142.175, Bid:,10,73,1,133,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,414,1,437,1,476,1,
142.650, Bid:,10,25,1,73,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,414,1,437,1,476,1,
142.725, Bid:,10,73,1,108,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,414,1,437,1,476,1,
142.900, Bid:,10,73,1,108,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,370,1,437,1,476,1,
143.025, Bid:,10,73,1,112,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,370,1,437,1,476,1,
143.550, Bid:,10,73,1,112,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,395,1,437,1,476,1,
143.625, Bid:,10,73,1,112,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,325,1,341,1,437,1,476,1,
143.675, Bid:,10,73,1,112,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,341,1,437,1,476,1,481,1,
143.725, Bid:,10,73,1,112,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,341,1,351,1,476,1,481,1,
143.750, Bid:,10,73,1,179,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,341,1,351,1,476,1,481,1,
143.850, Bid:,10,73,1,179,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,453,1,476,1,481,1,
143.900, Bid:,10,73,1,179,1,250,1,261,1,265,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,386,1,453,1,481,1,
143.950, Bid:,10,50,1,73,1,179,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,386,1,453,1,481,1,
144.675, Bid:,10,50,1,73,1,179,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,363,1,386,1,453,1,481,1,
144.800, Bid:,10,50,1,73,1,179,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,318,1,363,1,453,1,481,1,
144.925, Bid:,10,50,1,73,1,179,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,318,1,453,1,474,1,481,1,
145.175, Bid:,10,38,1,50,1,73,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,318,1,453,1,474,1,481,1,
145.250, Bid:,10,50,1,73,1,99,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,318,1,453,1,474,1,481,1,
145.275, Bid:,10,50,1,73,1,99,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,453,1,474,1,481,1,
145.425, Bid:,10,50,1,73,1,99,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,417,1,474,1,481,1,
145.475, Bid:,10,50,1,73,1,99,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,364,1,474,1,481,1,
145.550, Bid:,10,50,1,73,1,99,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,364,1,472,1,481,1,
145.875, Bid:,10,32,1,50,1,73,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,364,1,472,1,481,1,
146.150, Bid:,10,32,1,73,1,250,1,261,1,287,1,298,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,351,1,364,1,472,1,481,1,
146.225, Bid:,10,32,1,73,1,250,1,261,1,287,1,298,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,364,1,446,1,472,1,481,1,
146.400, Bid:,10,32,1,73,1,250,1,261,1,287,1,298,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,350,1,446,1,472,1,481,1,
146.450, Bid:,10,32,1,73,1,250,1,261,1,287,1,298,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,350,1,414,1,472,1,481,1,
146.525, Bid:,10,2,1,32,1,250,1,261,1,287,1,298,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,350,1,414,1,472,1,481,1,
146.725, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,350,1,414,1,472,1,481,1,
146.825, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,350,1,399,1,414,1,472,1,
146.900, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,350,1,372,1,399,1,472,1,
146.975, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,336,1,350,1,372,1,399,1,
147.400, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,336,1,372,1,399,1,487,1,
147.425, Bid:,10,2,1,32,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,336,1,372,1,440,1,487,1,
147.600, Bid:,10,32,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,308,1,309,1,Ask:,6,310,5,315,1,336,1,372,1,440,1,487,1,
148.075, Bid:,10,32,1,45,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,336,1,372,1,440,1,487,1,
148.150, Bid:,10,45,1,54,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,336,1,372,1,440,1,487,1,
148.250, Bid:,10,45,1,54,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,372,1,417,1,440,1,487,1,
148.300, Bid:,10,45,1,54,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,372,1,414,1,417,1,440,1,
148.475, Bid:,10,45,1,54,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,372,1,417,1,440,1,479,1,
148.525, Bid:,10,54,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,372,1,417,1,440,1,479,1,
148.550, Bid:,10,54,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,372,1,417,1,479,1,
148.575, Bid:,10,90,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,372,1,417,1,479,1,
148.800, Bid:,10,64,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,372,1,417,1,479,1,
148.950, Bid:,10,64,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,348,1,417,1,479,1,
149.200, Bid:,10,64,1,128,1,130,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,348,1,383,1,417,1,
149.275, Bid:,10,64,1,130,1,190,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,348,1,383,1,417,1,
149.350, Bid:,10,64,1,130,1,190,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,348,1,417,1,464,1,
149.425, Bid:,10,64,1,130,1,190,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,324,1,332,1,348,1,464,1,
149.550, Bid:,10,130,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,324,1,332,1,348,1,464,1,
149.575, Bid:,10,130,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,324,1,332,1,348,1,428,1,
149.925, Bid:,10,130,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,312,1,315,1,324,1,332,1,348,1,
150.125, Bid:,10,130,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,324,1,332,1,348,1,493,1,
150.300, Bid:,10,130,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,332,1,348,2,493,1,
150.550, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,332,1,348,2,493,1,
151.000, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,332,1,348,2,377,1,
151.200, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,332,1,346,1,348,1,377,1,
151.300, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,316,1,346,1,348,1,377,1,
151.325, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,316,1,348,1,377,1,490,1,
151.350, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,316,1,330,1,348,1,377,1,
151.500, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,316,1,330,1,338,1,348,1,
151.550, Bid:,10,164,1,190,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,348,1,
151.850, Bid:,10,117,1,164,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,348,1,
151.950, Bid:,10,117,1,177,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,348,1,
152.050, Bid:,10,8,1,177,1,213,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,348,1,
152.150, Bid:,9,8,1,177,2,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,348,1,
152.425, Bid:,9,8,1,177,2,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,314,1,315,2,338,1,348,1,
152.450, Bid:,10,8,1,96,1,177,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,314,1,315,2,338,1,348,1,
152.525, Bid:,10,58,1,96,1,177,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,314,1,315,2,338,1,348,1,
152.750, Bid:,10,58,1,96,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,314,1,315,2,338,1,348,1,
152.775, Bid:,10,58,1,202,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,314,1,315,2,338,1,348,1,
152.800, Bid:,10,58,1,202,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,338,1,348,1,359,1,
152.875, Bid:,10,58,1,202,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,316,1,338,1,359,1,
152.900, Bid:,10,58,1,202,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,324,1,338,1,359,1,
152.950, Bid:,10,58,1,157,1,215,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,324,1,338,1,359,1,
153.125, Bid:,10,58,1,157,1,188,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,324,1,338,1,359,1,
153.500, Bid:,10,58,1,157,1,214,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,324,1,338,1,359,1,
153.525, Bid:,10,58,1,157,1,214,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,2,327,1,338,1,359,1,
153.550, Bid:,10,58,1,157,1,214,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,327,1,338,1,359,2,
153.825, Bid:,10,33,1,58,1,214,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,5,310,5,315,1,327,1,338,1,359,2,
154.050, Bid:,10,33,1,58,1,214,1,250,1,261,1,287,1,299,1,300,1,306,1,309,1,Ask:,6,310,5,315,1,327,1,338,1,359,1,390,1,
