0.000, Bid:,0,Ask:,0,
60.025, Bid:,1,81,1,Ask:,0,
60.050, Bid:,2,81,1,170,1,Ask:,0,
60.075, Bid:,3,81,1,170,1,444,1,Ask:,0,
60.100, Bid:,3,81,1,170,1,444,1,Ask:,1,500,1,
60.125, Bid:,3,81,1,170,1,444,1,Ask:,1,499,1,
60.150, Bid:,2,81,1,170,1,Ask:,1,499,1,
60.175, Bid:,3,81,1,170,1,310,1,Ask:,1,499,1,
60.200, Bid:,3,81,1,170,1,310,1,Ask:,2,319,1,499,1,
60.225, Bid:,2,81,1,170,1,Ask:,2,319,1,499,1,
60.250, Bid:,2,81,1,170,1,Ask:,1,499,1,
60.275, Bid:,2,81,1,170,1,Ask:,2,464,1,499,1,
60.300, Bid:,2,81,1,170,1,Ask:,3,445,1,464,1,499,1,
60.325, Bid:,3,81,1,170,1,213,1,Ask:,3,445,1,464,1,499,1,
60.350, Bid:,4,81,1,170,1,213,1,250,1,Ask:,3,445,1,464,1,499,1,
60.375, Bid:,4,81,1,170,1,213,1,250,1,Ask:,3,433,1,464,1,499,1,
60.400, Bid:,4,81,1,170,1,213,1,250,1,Ask:,4,350,1,433,1,464,1,499,1,
60.425, Bid:,4,81,1,170,1,213,1,250,1,Ask:,5,350,1,359,1,433,1,464,1,499,1,
60.450, Bid:,4,81,1,170,1,213,1,250,1,Ask:,6,322,1,350,1,359,1,433,1,464,1,499,1,
60.475, Bid:,4,114,1,170,1,213,1,250,1,Ask:,6,322,1,350,1,359,1,433,1,464,1,499,1,
60.500, Bid:,4,114,1,170,1,213,1,250,1,Ask:,7,322,1,350,1,357,1,359,1,433,1,464,1,499,1,
60.525, Bid:,4,114,1,170,1,213,1,250,1,Ask:,7,321,1,322,1,350,1,357,1,359,1,433,1,464,1,
60.550, Bid:,5,114,1,170,1,213,1,250,1,278,1,Ask:,7,321,1,322,1,350,1,357,1,359,1,433,1,464,1,
60.575, Bid:,5,114,1,170,1,213,1,250,1,278,1,Ask:,6,322,1,350,1,357,1,359,1,433,1,464,1,
60.600, Bid:,6,105,1,114,1,170,1,213,1,250,1,278,1,Ask:,6,322,1,350,1,357,1,359,1,433,1,464,1,
60.625, Bid:,6,105,1,114,1,170,1,213,1,250,1,278,1,Ask:,6,322,1,350,1,357,1,359,1,417,1,433,1,
60.675, Bid:,7,105,1,114,1,170,1,213,1,250,1,278,1,279,1,Ask:,6,322,1,350,1,357,1,359,1,417,1,433,1,
60.700, Bid:,8,18,1,105,1,114,1,170,1,213,1,250,1,278,1,279,1,Ask:,6,322,1,350,1,357,1,359,1,417,1,433,1,
60.725, Bid:,9,18,1,105,1,114,1,159,1,170,1,213,1,250,1,278,1,279,1,Ask:,6,322,1,350,1,357,1,359,1,417,1,433,1,
60.750, Bid:,9,18,1,105,1,114,1,159,1,170,1,213,1,250,1,278,1,279,1,Ask:,5,350,1,357,1,359,1,417,1,433,1,
60.775, Bid:,8,18,1,105,1,114,1,159,1,170,1,250,1,278,1,279,1,Ask:,4,357,1,359,1,417,1,433,1,
60.800, Bid:,8,18,1,105,1,114,1,159,1,170,1,250,1,278,1,279,1,Ask:,5,310,1,357,1,359,1,417,1,433,1,
60.825, Bid:,8,18,1,105,1,114,1,159,1,170,1,250,1,278,1,279,1,Ask:,4,310,1,359,1,417,2,433,1,
60.850, Bid:,8,18,1,105,1,114,1,159,1,170,1,250,1,278,1,279,1,Ask:,5,310,1,315,1,359,1,417,2,433,1,
60.900, Bid:,8,18,1,105,1,114,1,159,1,170,1,250,1,278,1,279,1,Ask:,6,310,1,315,1,359,1,417,2,433,1,455,1,
60.950, Bid:,9,18,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,6,310,1,315,1,359,1,417,2,433,1,455,1,
61.000, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,6,310,1,315,1,359,1,417,2,433,1,455,1,
61.025, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,7,310,1,315,1,346,1,359,1,417,2,433,1,455,1,
61.050, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,7,310,2,315,1,346,1,359,1,417,2,433,1,455,1,
61.100, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,7,310,1,315,1,346,1,359,1,417,2,433,1,455,1,
61.175, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,8,310,1,315,1,346,1,352,1,359,1,417,2,433,1,455,1,
61.225, Bid:,10,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,278,1,279,1,Ask:,9,310,1,315,1,346,1,352,1,359,1,369,1,417,2,433,1,455,1,
61.250, Bid:,10,9,1,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,279,1,Ask:,9,310,1,315,1,346,1,352,1,359,1,369,1,417,2,433,1,455,1,
61.325, Bid:,10,9,1,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,279,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,369,1,417,2,433,1,455,1,
61.375, Bid:,11,9,1,18,1,71,1,105,1,114,1,159,1,170,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,369,1,417,2,433,1,455,1,
61.400, Bid:,11,9,1,18,1,71,1,105,1,114,1,135,1,159,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,369,1,417,2,433,1,455,1,
61.425, Bid:,12,9,1,18,1,71,1,105,1,114,1,135,1,159,1,194,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,369,1,417,2,433,1,455,1,
61.450, Bid:,12,9,1,18,1,71,1,105,1,114,1,135,1,159,1,194,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,395,1,417,2,433,1,455,1,
61.500, Bid:,12,9,1,18,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,395,1,417,2,433,1,455,1,
61.550, Bid:,12,18,1,31,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,9,310,1,315,1,346,1,350,1,359,1,395,1,417,2,433,1,455,1,
61.650, Bid:,12,18,1,31,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,10,310,1,315,1,346,1,350,1,359,1,395,1,417,1,433,1,445,1,455,1,
61.675, Bid:,12,18,1,31,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,10,310,1,346,1,350,1,359,1,395,1,417,1,432,1,433,1,445,1,455,1,
61.700, Bid:,12,18,1,31,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,10,310,1,346,1,350,1,359,1,395,1,432,1,433,1,445,1,455,1,488,1,
61.750, Bid:,12,18,1,31,1,38,1,71,1,105,1,114,1,135,1,194,1,216,1,250,1,279,1,280,1,Ask:,10,310,1,346,1,350,1,359,1,395,1,432,1,433,1,448,1,455,1,488,1,
