0.000, Bid:,0,Ask:,0,
60.025, Bid:,0,Ask:,1,310,1,
60.050, Bid:,0,Ask:,1,310,2,
60.075, Bid:,1,296,1,Ask:,1,310,2,
60.100, Bid:,2,287,1,296,1,Ask:,1,310,2,
60.125, Bid:,3,287,1,296,1,297,1,Ask:,1,310,2,
60.150, Bid:,3,287,1,296,1,297,1,Ask:,2,310,2,452,1,
60.200, Bid:,3,287,1,296,1,297,1,Ask:,3,310,2,438,1,452,1,
60.225, Bid:,3,287,1,296,1,297,1,Ask:,3,310,1,438,1,452,1,
60.250, Bid:,4,250,1,287,1,296,1,297,1,Ask:,3,310,1,438,1,452,1,
60.275, Bid:,5,90,1,250,1,287,1,296,1,297,1,Ask:,3,310,1,438,1,452,1,
60.300, Bid:,5,90,1,250,1,287,1,296,1,297,1,Ask:,3,310,2,438,1,452,1,
60.325, Bid:,5,90,1,250,1,287,1,296,1,297,1,Ask:,3,310,3,438,1,452,1,
60.350, Bid:,5,90,1,250,1,287,1,296,1,297,1,Ask:,3,310,3,438,1,441,1,
60.375, Bid:,5,90,1,250,1,287,1,296,1,297,1,Ask:,4,310,3,337,1,438,1,441,1,
60.400, Bid:,6,90,1,250,1,287,1,296,1,297,1,298,1,Ask:,4,310,3,337,1,438,1,441,1,
60.425, Bid:,7,90,1,250,1,287,1,296,1,297,1,298,1,299,1,Ask:,4,310,3,337,1,438,1,441,1,
60.450, Bid:,7,90,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,4,310,3,337,1,438,1,441,1,
60.475, Bid:,7,90,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,4,310,4,337,1,438,1,441,1,
60.500, Bid:,7,90,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,5,310,4,337,1,351,1,438,1,441,1,
60.525, Bid:,7,90,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,5,310,5,337,1,351,1,438,1,441,1,
60.550, Bid:,7,90,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,5,323,1,337,1,351,1,438,1,441,1,
60.575, Bid:,7,16,1,250,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,5,323,1,337,1,351,1,438,1,441,1,
60.600, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,5,323,1,337,1,351,1,438,1,441,1,
60.625, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,4,323,1,337,1,351,1,438,1,441,1,
60.650, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,5,323,1,337,1,351,1,438,1,441,1,
60.675, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,5,323,1,337,1,395,1,438,1,441,1,
60.700, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,6,310,4,323,1,337,1,395,1,438,1,441,1,
60.725, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,7,310,4,323,1,328,1,337,1,395,1,438,1,441,1,
60.775, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,7,310,4,323,1,328,1,337,1,438,1,441,1,450,1,
60.800, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,7,310,5,323,1,328,1,337,1,438,1,441,1,450,1,
60.825, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,1,Ask:,7,310,6,323,1,328,1,337,1,438,1,441,1,450,1,
60.850, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,6,323,1,328,1,337,1,438,1,441,1,450,1,
60.900, Bid:,8,16,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,438,1,441,1,450,1,
60.925, Bid:,9,16,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,438,1,441,1,450,1,
61.000, Bid:,9,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,438,1,441,1,450,1,
61.050, Bid:,10,61,1,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,438,1,441,1,450,1,
61.075, Bid:,10,61,1,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,369,1,438,1,441,1,
61.100, Bid:,10,61,1,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,7,323,1,328,1,337,1,342,1,369,1,441,1,
61.125, Bid:,10,61,1,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,8,323,1,328,1,337,1,342,1,369,1,441,1,
61.175, Bid:,10,61,1,192,1,250,1,275,1,280,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,9,323,1,328,1,337,1,342,1,369,1,441,1,
61.200, Bid:,10,61,1,192,1,195,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,9,323,1,328,1,337,1,342,1,369,1,441,1,
61.300, Bid:,11,61,1,151,1,192,1,195,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,9,323,1,328,1,337,1,342,1,369,1,441,1,
61.350, Bid:,11,61,1,151,1,192,1,195,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,8,323,1,328,1,337,1,342,1,369,1,441,1,
61.450, Bid:,11,61,1,151,1,192,1,195,1,250,1,275,1,287,1,296,1,297,1,299,1,300,2,Ask:,7,310,8,323,1,328,1,337,1,342,1,441,1,482,1,
