0.000, Bid:,0,Ask:,0,
60.025, Bid:,1,106,1,Ask:,0,
60.050, Bid:,2,106,1,259,1,Ask:,0,
60.075, Bid:,3,10,1,106,1,259,1,Ask:,0,
60.100, Bid:,4,10,1,106,1,228,1,259,1,Ask:,0,
60.125, Bid:,5,10,1,106,1,228,1,259,1,260,1,Ask:,0,
60.150, Bid:,5,10,1,106,1,228,1,259,1,260,1,Ask:,1,395,1,
60.175, Bid:,5,10,1,106,1,228,1,259,1,260,1,Ask:,2,347,1,395,1,
60.200, Bid:,5,10,1,106,1,228,1,259,1,260,1,Ask:,3,347,1,395,1,420,1,
60.225, Bid:,5,10,1,106,1,228,1,259,1,260,1,Ask:,2,395,1,420,1,
60.250, Bid:,6,10,1,106,1,228,1,252,1,259,1,260,1,Ask:,2,395,1,420,1,
60.275, Bid:,6,10,1,106,1,228,1,252,1,259,1,260,1,Ask:,3,395,1,419,1,420,1,
60.300, Bid:,7,10,1,106,1,138,1,228,1,252,1,259,1,260,1,Ask:,3,395,1,419,1,420,1,
60.325, Bid:,8,10,1,106,1,138,1,228,1,252,1,259,1,260,1,362,1,Ask:,3,395,1,419,1,420,1,
60.350, Bid:,8,10,1,106,1,138,1,228,1,252,1,259,1,260,1,362,1,Ask:,4,395,1,419,1,420,1,423,1,
60.375, Bid:,8,10,1,106,1,138,1,228,1,252,1,259,1,260,1,362,1,Ask:,4,390,1,395,1,419,1,420,1,
60.400, Bid:,8,10,1,95,1,106,1,138,1,252,1,259,1,260,1,362,1,Ask:,4,390,1,395,1,419,1,420,1,
60.425, Bid:,7,10,1,95,1,106,1,138,1,252,1,259,1,260,1,Ask:,4,390,1,395,1,419,1,420,1,
60.450, Bid:,8,10,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,Ask:,4,390,1,395,1,419,1,420,1,
60.475, Bid:,8,10,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,Ask:,5,390,1,395,1,419,1,420,1,433,1,
60.500, Bid:,8,10,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,Ask:,5,354,1,390,1,419,1,420,1,433,1,
60.525, Bid:,9,10,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,5,354,1,390,1,419,1,420,1,433,1,
60.550, Bid:,10,10,1,25,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,5,354,1,390,1,419,1,420,1,433,1,
60.575, Bid:,10,10,1,25,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,5,354,1,390,1,419,1,420,1,475,1,
60.600, Bid:,10,10,1,25,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,6,329,1,354,1,390,1,419,1,420,1,475,1,
60.625, Bid:,10,25,1,76,1,95,1,106,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,6,329,1,354,1,390,1,419,1,420,1,475,1,
60.675, Bid:,10,25,1,30,1,76,1,95,1,138,1,208,1,252,1,259,1,260,1,278,1,Ask:,6,329,1,354,1,390,1,419,1,420,1,475,1,
60.700, Bid:,10,25,1,30,1,52,1,76,1,95,1,138,1,208,1,259,1,260,1,278,1,Ask:,6,329,1,354,1,390,1,419,1,420,1,475,1,
60.725, Bid:,10,25,1,30,1,52,1,76,1,95,1,138,1,208,1,259,1,260,1,278,1,Ask:,7,329,1,353,1,354,1,390,1,419,1,420,1,475,1,
60.750, Bid:,10,25,1,30,1,52,1,76,1,95,1,138,1,175,1,208,1,260,1,278,1,Ask:,7,329,1,353,1,354,1,390,1,419,1,420,1,475,1,
60.775, Bid:,10,25,1,30,1,52,1,63,1,76,1,138,1,175,1,208,1,260,1,278,1,Ask:,7,329,1,353,1,354,1,390,1,419,1,420,1,475,1,
