0.000, Bid:,0,Ask:,0,
60.025, Bid:,1,160,1,Ask:,0,
60.050, Bid:,2,160,1,161,1,Ask:,0,
60.075, Bid:,3,160,1,161,1,414,1,Ask:,0,
60.100, Bid:,2,160,1,161,1,Ask:,0,
60.125, Bid:,2,160,1,161,1,Ask:,1,328,1,
60.150, Bid:,2,161,1,257,1,Ask:,1,328,1,
60.175, Bid:,2,161,1,257,1,Ask:,2,310,1,328,1,
60.200, Bid:,2,161,1,257,1,Ask:,2,310,2,328,1,
60.225, Bid:,2,161,1,257,1,Ask:,2,310,3,328,1,
60.250, Bid:,2,161,1,257,1,Ask:,2,310,4,328,1,
60.275, Bid:,2,161,1,257,1,Ask:,2,310,3,328,1,
60.300, Bid:,2,161,1,257,1,Ask:,2,310,4,328,1,
60.350, Bid:,2,161,1,257,1,Ask:,2,310,5,328,1,
60.400, Bid:,3,161,1,250,1,257,1,Ask:,2,310,5,328,1,
60.425, Bid:,4,161,1,231,1,250,1,257,1,Ask:,2,310,5,328,1,
60.450, Bid:,4,161,1,231,1,250,1,257,1,Ask:,2,310,6,328,1,
60.475, Bid:,5,161,1,231,1,250,1,257,1,258,1,Ask:,2,310,6,328,1,
60.500, Bid:,6,161,1,231,1,250,1,257,1,258,1,304,1,Ask:,2,310,6,328,1,
60.550, Bid:,6,161,1,231,1,250,1,257,1,258,1,304,1,Ask:,2,310,7,328,1,
60.575, Bid:,6,37,1,161,1,231,1,250,1,258,1,304,1,Ask:,2,310,7,328,1,
60.675, Bid:,6,37,1,161,1,231,1,250,1,258,1,304,1,Ask:,3,310,7,328,1,388,1,
60.700, Bid:,7,37,1,161,1,231,1,250,1,258,1,304,1,305,1,Ask:,3,310,7,328,1,388,1,
60.725, Bid:,7,37,1,161,1,231,1,250,1,258,1,304,1,305,1,Ask:,3,310,7,319,1,388,1,
60.775, Bid:,8,37,1,161,1,231,1,250,1,258,1,296,1,304,1,305,1,Ask:,3,310,7,319,1,388,1,
60.850, Bid:,8,37,1,161,1,231,1,250,1,258,1,296,1,304,1,305,1,Ask:,4,310,7,319,1,388,1,429,1,
60.875, Bid:,8,37,1,161,1,231,1,250,1,258,1,296,1,304,1,305,1,Ask:,5,310,7,319,1,388,1,420,1,429,1,
60.900, Bid:,8,37,1,161,1,231,1,250,1,258,1,296,1,304,1,305,1,Ask:,5,310,6,319,1,388,1,420,1,429,1,
60.925, Bid:,8,37,1,161,1,231,1,250,1,296,1,304,1,305,1,306,1,Ask:,5,310,6,319,1,388,1,420,1,429,1,
60.950, Bid:,8,37,1,231,1,250,1,296,1,304,1,305,1,306,1,307,1,Ask:,5,310,6,319,1,388,1,420,1,429,1,
